id,city,country,population
32447,Cortez,United States,8736
32448,Princeton,United States,8733
32449,Nakkapalle,India,7603
32450,Rava-Rus'ka,Ukraine,8647
32451,Saint-Renan,France,8122
32452,Olney,United States,8732
32453,Sanger,United States,8732
32454,Gangajalghati,India,8708
32455,Barntrup,Germany,8587
32456,Nakhon Chai Si,Thailand,8226
32457,Cape St. Claire,United States,8729
32458,Koscielisko,Poland,8661
32459,Reichelsheim,Germany,8581
32460,Ogulin,Croatia,8712
32461,Steinheim am Albuch,Germany,8623
32462,Solotvyno,Ukraine,8632
32463,Paray-Vieille-Poste,France,7503
32464,Barro Alto,Brazil,8716
32465,Seneca Falls,United States,8724
32466,Kirby,United States,8723
32467,Pont-Rouge,Canada,8723
32468,Staufenberg,Germany,8423
32469,Chamonix-Mont-Blanc,France,8648
32470,San Isidro,Philippines,8519
32471,Redlynch,Australia,8645
32472,Tasnad,Romania,8631
32473,Szeghalom,Hungary,8680
32474,Furstenfeld,Austria,8549
32475,Tlanalapa,Mexico,8662
32476,Smizany,Slovakia,8698
32477,Catuipe,Brazil,8701
32478,Neuenkirchen,Germany,8621
32479,Glenwood,United States,8715
32480,Maryborough,Australia,7921
32481,Dumbarton,United States,8714
32482,Tungaturti,India,8379
32483,Garden City,United States,8713
32484,Itapeva,Brazil,8664
32485,Casorate Primo,Italy,8680
32486,Kirchen,Germany,8498
32487,Baillargues,France,7708
32488,Sredets,Bulgaria,8699
32489,Rakitovo,Bulgaria,8651
32490,Monte Urano,Italy,8218
32491,Gyumai,China,8706
32492,Crestline,United States,8709
32493,Jerseyville,United States,8708
32494,Hughenden,United Kingdom,8362
32495,Bessancourt,France,7528
32496,Champlain,Canada,8706
32497,Majlispur,India,7802
32498,Perg,Austria,8388
32499,Chiusi,Italy,8558
32500,Kolkwitz,Germany,8622
32501,Citrusdal,South Africa,7177
32502,New Scotland,United States,8704
32503,Szerencs,Hungary,8473
32504,Spello,Italy,8565
32505,Hernani,Philippines,8531
32506,Weida,Germany,8472
32507,Thompsonville,United States,8701
32508,Bersenbruck,Germany,8501
32509,Castelnovo di Sotto,Italy,8459
32510,Pegomas,France,7992
32511,Feldkirchen,Germany,7526
32512,Secovce,Slovakia,8441
32513,Ronciglione,Italy,8537
32514,Mrakovo,Russia,8690
32515,Nishiowa,Japan,6731
32516,Nevada,United States,8699
32517,Coaticook,Canada,8698
32518,Des Peres,United States,8697
32519,Perryville,United States,8696
32520,Corrales,United States,8696
32521,London Grove,United States,8696
32522,Tibro,Sweden,8614
32523,Sao Miguel,Brazil,8670
32524,Kortessem,Belgium,8446
32525,Fort Knox,United States,8695
32526,Greenville,United States,8695
32527,Georgetown,United States,8695
32528,Park Ridge,United States,8694
32529,Fern Park,United States,8694
32530,Peddapudi,India,8162
32531,San Gavino Monreale,Italy,8594
32532,Uglegorsk,Russia,8687
32533,Edgewater Park,United States,8692
32534,Santana do Manhuacu,Brazil,8667
32535,Mirleft,Morocco,8162
32536,Chikhli,India,6953
32537,Ueckermunde,Germany,8591
32538,La Colle-sur-Loup,France,7887
32539,Claygate,United Kingdom,7168
32540,Madnakal,India,8355
32541,Kirn,Germany,8193
32542,Gubden,Russia,8627
32543,El Corrillo,Spain,8416
32544,Babeni,Romania,8451
32545,Rutland,United States,8685
32546,Montesano,United States,8685
32547,Zomergem,Belgium,8466
32548,Tangara,Brazil,8662
32549,Bicaz,Romania,8626
32550,Pleasant Hill,United States,8683
32551,Casca,Brazil,8651
32552,Chyhyryn,Ukraine,8658
32553,Villanueva de Cordoba,Spain,8662
32554,Vallo della Lucania,Italy,8352
32555,Mels,Switzerland,8620
32556,Aureilhan,France,7849
32557,Galgali,India,8380
32558,Perl,Germany,8566
32559,Andalusia,United States,8680
32560,Zoutleeuw,Belgium,8498
32561,El Espinal,Mexico,8575
32562,Cerveny Kostelec,Czechia,8332
32563,Cordisburgo,Brazil,8667
32564,Kodakandla,India,8313
32565,Busk,Ukraine,8624
32566,Nogara,Italy,8457
32567,Newstead,United States,8675
32568,Scott,United States,8675
32569,Barvynkove,Ukraine,8660
32570,Nadudvar,Hungary,8636
32571,Westampton,United States,8672
32572,Minto,Canada,8671
32573,Dunafoldvar,Hungary,8593
32574,Jalhay,Belgium,8590
32575,Zoppola,Italy,8483
32576,Incline Village,United States,8669
32577,Glenshaw,United States,8669
32578,Mount Pleasant,United States,8668
32579,Cresskill,United States,8668
32580,Earlimart,United States,8668
32581,Morden,Canada,8668
32582,La Libertad,Guatemala,8646
32583,Seebad Heringsdorf,Germany,8443
32584,Hakubacho,Japan,8621
32585,Hawthorn Woods,United States,8666
32586,Cologna Veneta,Italy,8468
32587,Volvera,Italy,8639
32588,Unterwellenborn,Germany,8513
32589,Ferreira do Zezere,Portugal,8619
32590,Ulstein,Norway,8575
32591,Caerano di San Marco,Italy,8000
32592,Bientina,Italy,8377
32593,Reginopolis,Brazil,8640
32594,Middlebury,United States,8661
32595,Marlborough,United States,8660
32596,Yesilhisar,Turkey,8647
32597,Vigliano Biellese,Italy,7738
32598,Lakhzazra,Morocco,8582
32599,Marcoussis,France,8171
32600,Foyos,Spain,7502
32601,Santhia,Italy,8496
32602,Bushtyno,Ukraine,8562
32603,Sombreffe,Belgium,8420
32604,Hoquiam,United States,8655
32605,Chandpur,India,6777
32606,Sortino,Italy,8561
32607,Vidavaluru,India,8177
32608,Tunga,Philippines,7656
32609,Brigantine,United States,8650
32610,Teterow,Germany,8470
32611,Virginia,Brazil,8623
32612,Dobrada,Brazil,8592
32613,Le Poire-sur-Vie,France,8530
32614,Cabrils,Spain,7567
32615,Fishersville,United States,8647
32616,Kings Grant,United States,8647
32617,Concordia sulla Secchia,Italy,8440
32618,Kennedale,United States,8645
32619,Biederitz,Germany,8430
32620,Bang Len,Thailand,8429
32621,Gummadidola,India,8032
32622,Usiacuri,Colombia,8561
32623,Reocin,Spain,8382
32624,Lienen,Germany,8527
32625,Lambarkiyine,Morocco,8559
32626,Conkal,Mexico,7173
32627,San Sebastian,Puerto Rico,8640
32628,Matawan,United States,8640
32629,Andrushivka,Ukraine,8606
32630,Paddock Wood,United Kingdom,8263
32631,Monahans,United States,8639
32632,Elz,Germany,8155
32633,Khajuri,India,7471
32634,Grossenluder,Germany,8521
32635,San Sperate,Italy,8318
32636,Nefasit,Eritrea,8600
32637,Dorgali,Italy,8596
32638,Plabennec,France,8465
32639,Sao Sebastiao da Amoreira,Brazil,8626
32640,Langueux,France,7776
32641,Adelsdorf,Germany,8366
32642,North Madison,United States,8630
32643,Goundam,Mali,8456
32644,Laishevo,Russia,8604
32645,Takieta,Niger,8554
32646,Sarzeau,France,8487
32647,Oppenheim,Germany,7562
32648,Prairie du Sac,United States,8627
32649,Ustyuzhna,Russia,8622
32650,La Belleza,Colombia,8596
32651,Yasinia,Ukraine,8579
32652,Lutzen,Germany,8546
32653,York,United States,8623
32654,Tamballapalle,India,8416
32655,Amapa,Brazil,8622
32656,Hampstead,United States,8621
32657,Salem,United States,8621
32658,Canford Cliffs,United Kingdom,8620
32659,Saint-Remy-les-Chevreuse,France,7810
32660,Gavorrano,Italy,8567
32661,Hyrum,United States,8619
32662,Richlands,United States,8618
32663,Ittiri,Italy,8541
32664,Kahl am Main,Germany,7877
32665,Oulad Khallouf,Morocco,8605
32666,Zuera,Spain,8591
32667,Schieder-Schwalenberg,Germany,8475
32668,Ladue,United States,8616
32669,Rockland,United States,8616
32670,Lipki,Russia,8541
32671,Simmern,Germany,7950
32672,Verkhoturye,Russia,8612
32673,Kildare,Ireland,7538
32674,Alamo Heights,United States,8614
32675,Kosiv,Ukraine,8522
32676,Oborniki Slaskie,Poland,8476
32677,Leporano,Italy,8085
32678,Lauta,Germany,8411
32679,Le Grau-du-Roi,France,8457
32680,Schuylkill,United States,8611
32681,Reserve,United States,8611
32682,Takaharu,Japan,8511
32683,Osternienburg,Germany,8549
32684,Orting,United States,8610
32685,Ponte di Piave,Italy,8352
32686,Tuba City,United States,8609
32687,Mono,Canada,8609
32688,Rulzheim,Germany,8121
32689,Untergruppenbach,Germany,8304
32690,Baia Formosa,Brazil,8573
32691,Francisco Santos,Brazil,8592
32692,Monforte del Cid,Spain,8500
32693,Kiuruvesi,Finland,8600
32694,Muzo,Colombia,8548
32695,Signal Mountain,United States,8606
32696,Fairmount,United States,8606
32697,Sawang Daen Din,Thailand,8486
32698,Pratapolis,Brazil,8566
32699,Nonnweiler,Germany,8477
32700,Canet de Berenguer,Spain,6812
32701,Riverside,United States,8604
32702,Corning,United States,8604
32703,Mauleon,France,8533
32704,Iksane,Morocco,8417
32705,Geroskipou,Cyprus,7878
32706,Orrville,United States,8603
32707,Niederwerrn,Germany,7804
32708,Na Yung,Thailand,8564
32709,Aigues-Mortes,France,8456
32710,Ravinutala,India,8279
32711,East Brandywine,United States,8601
32712,Japura,Brazil,8549
32713,Isperih,Bulgaria,8545
32714,Itaucu,Brazil,8575
32715,Ferrandina,Italy,8593
32716,Riacho dos Cavalos,Brazil,8563
32717,Elsmere,United States,8595
32718,Calvisano,Italy,8543
32719,Farmville,United States,8594
32720,Schnaittach,Germany,8423
32721,Wissen,Germany,8354
32722,Bovezzo,Italy,7433
32723,Bompas,France,7310
32724,Tanquinho,Brazil,8553
32725,Ballsh,Albania,7657
32726,Feurs,France,8252
32727,Saint-Maixent-l'Ecole,France,7209
32728,Long Hill,United States,8590
32729,Sheridan,United States,8590
32730,Jauru,Brazil,8582
32731,Bembibre,Spain,8455
32732,Torre de Moncorvo,Portugal,8572
32733,Sanatoga,United States,8588
32734,Bad Endorf,Germany,8377
32735,Borgentreich,Germany,8523
32736,Cagli,Italy,8546
32737,Birkenwerder,Germany,8134
32738,Kalifornsky,United States,8581
32739,Kirk of Shotts,United Kingdom,8570
32740,Willowbrook,United States,8579
32741,Rio das Flores,Brazil,8561
32742,Itamari,Brazil,8514
32743,Tekmal,India,8212
32744,Dogubayazit,Turkey,8523
32745,Verkhniy Mamon,Russia,8561
32746,Springfield,United States,8577
32747,Green Cove Springs,United States,8577
32748,Solebury,United States,8577
32749,Caprino Veronese,Italy,8399
32750,Tarrafas,Brazil,8573
32751,White Horse,United States,8576
32752,Thames,New Zealand,7293
32753,Cacalchen,Mexico,6787
32754,Perry Heights,United States,8575
32755,Kellinghusen,Germany,8142
32756,Poytya,Finland,8562
32757,Anahawan,Philippines,8429
32758,Berghom,India,6989
32759,Lake Villa,United States,8573
32760,Colditz,Germany,8472
32761,Vijayapuri South,India,8393
32762,Guntersville,United States,8571
32763,Grosskrotzenburg,Germany,7559
32764,Karmaskaly,Russia,8540
32765,Montvale,United States,8570
32766,Rumlang,Switzerland,7929
32767,Aspen,United States,8569
32768,Ione,United States,8568
32769,Tryavna,Bulgaria,8529
32770,Kampong Lambak,Brunei,7293
32771,Joane,Portugal,7528
32772,Legazpia,Spain,8367
32773,Litchfield,United States,8566
32774,Imuris,Mexico,6924
32775,Sanluri,Italy,8464
32776,Konada,India,8071
32777,Brooksville,United States,8564
32778,Bang Mun Nak,Thailand,8448
32779,Buhlertal,Germany,8105
32780,Mournies,Greece,7553
32781,Bestensee,Germany,8344
32782,Brecon,United Kingdom,8250
32783,Riverside,United States,8563
32784,Wyoming,United States,8562
32785,Staufen im Breisgau,Germany,8209
32786,Alfonso Castaneda,Philippines,8539
32787,As,Belgium,8190
32788,West Frankfort,United States,8561
32789,Dignagar,India,8313
32790,Novoselitskoye,Russia,8544
32791,Non Sang,Thailand,8449
32792,Queimada Nova,Brazil,8553
32793,Toro,Spain,8532
32794,Iwaizumi,Japan,8549
32795,Pochinok,Russia,8545
32796,Sirmione,Italy,8243
32797,Indian Harbour Beach,United States,8557
32798,Helmbrechts,Germany,8413
32799,Lake Park,United States,8556
32800,Lanco,Chile,8521
32801,Sala Bolognese,Italy,8372
32802,Murten,Switzerland,8222
32803,San Pablo Huitzo,Mexico,7024
32804,Lucas,United States,8553
32805,Premnitz,Germany,8368
32806,Piedmont,United States,8551
32807,Dubovskoye,Russia,8544
32808,Krupki,Belarus,8540
32809,Albano Sant'Alessandro,Italy,8244
32810,Minusio,Switzerland,7303
32811,Franklin,United States,8549
32812,Moritzburg,Germany,8368
32813,Itaquara,Brazil,8519
32814,Herencia,Spain,8510
32815,Habo,Sweden,8516
32816,Bad Grund,Germany,8344
32817,Obluchye,Russia,8540
32818,Jagannathpur,India,7310
32819,Yasnohirka,Ukraine,8034
32820,Bibinagar,India,8320
32821,Conover,United States,8540
32822,Gingelom,Belgium,8391
32823,Mamurras,Albania,8282
32824,Silly,Belgium,8407
32825,Wetumpka,United States,8538
32826,Port-Saint-Louis-du-Rhone,France,8423
32827,Lossnitz,Germany,8267
32828,Vietri sul Mare,Italy,7726
32829,Ladysmith,Canada,8537
32830,Tuneiras do Oeste,Brazil,8533
32831,Venavanka,India,7920
32832,Laitila,Finland,8520
32833,East Grand Forks,United States,8535
32834,Rangampeta,India,7983
32835,Mansfield,United States,8533
32836,Bridgewater,Canada,8532
32837,Talambote,Morocco,8481
32838,Ottobeuren,Germany,8381
32839,Decimomannu,Italy,8234
32840,Janze,France,8329
32841,Santa Isabel do Ivai,Brazil,8523
32842,Rodalkundi,India,8260
32843,Guaracai,Brazil,8525
32844,Park Hills,United States,8529
32845,Yarmouth,United States,8529
32846,Nova Gloria,Brazil,8508
32847,Messkirch,Germany,8418
32848,Sadanga,Philippines,8427
32849,Lochgelly,United Kingdom,7320
32850,Fermignano,Italy,8482
32851,Laurel,United States,8526
32852,Edgemere,United States,8526
32853,Divjake,Albania,8445
32854,Freistadt,Austria,7909
32855,Southampton,United States,8523
32856,Berg,Germany,8296
32857,Ergue-Gaberic,France,8313
32858,Dirksland,Netherlands,8408
32859,San Damiano d'Asti,Italy,8347
32860,Morrisville,United States,8521
32861,Rawlins,United States,8521
32862,Cabezon de la Sal,Spain,8273
32863,Laanoussar,Morocco,8501
32864,Negresti,Romania,8380
32865,Tizoual,Morocco,8489
32866,Saint-Gilles-Croix-de-Vie,France,7759
32867,Kotturu,India,8209
32868,Narrabri,Australia,7606
32869,Succasunna,United States,8514
32870,Ouderkerk aan de Amstel,Netherlands,8200
32871,Airola,Italy,8390
32872,Plumsted,United States,8513
32873,Kethepalli,India,8193
32874,Villafranca Tirrena,Italy,8469
32875,Perryton,United States,8512
32876,Bordesholm,Germany,7749
32877,Dupadu,India,8271
32878,Chandipur,India,6982
32879,Closter,United States,8511
32880,Le Loroux-Bottereau,France,8327
32881,Barra de Sao Miguel,Brazil,8401
32882,Maliara,India,7918
32883,St. Johns,United States,8510
32884,Trooz,Belgium,8172
32885,Ait Ali Mimoune,Morocco,8486
32886,Khandaghosh,India,7717
32887,Terrace Heights,United States,8507
32888,Siegsdorf,Germany,8355
32889,Barra do Sul,Brazil,8430
32890,Worrstadt,Germany,8027
32891,Kingscliff,Australia,7464
32892,Frostburg,United States,8505
32893,Kirugavalu,India,8268
32894,Dunavarsany,Hungary,8141
32895,Le Soler,France,7753
32896,Japaratinga,Brazil,8403
32897,Rolesville,United States,8501
32898,Lypovets,Ukraine,8463
32899,Moulay Bou 'azza,Morocco,8490
32900,Stra,Italy,7635
32901,Sorbiers,France,7856
32902,Bo`ston,Uzbekistan,8488
32903,Karatber,India,6729
32904,Biryusinsk,Russia,8497
32905,Mina Clavero,Argentina,8487
32906,Kolleti Kota,India,8325
32907,Kemer,Turkey,8449
32908,Viechtach,Germany,8364
32909,Heuchelheim,Germany,7764
32910,Turkeve,Hungary,8462
32911,Neuenburg,Germany,8206
32912,Booneville,United States,8497
32913,Sallisaw,United States,8497
32914,Fusignano,Italy,8164
32915,Vohburg an der Donau,Germany,8312
32916,Buryn,Ukraine,8476
32917,East York,United States,8495
32918,Boured,Morocco,8434
32919,Owani,Japan,8442
32920,Fabrica di Roma,Italy,8256
32921,Sitka,United States,8493
32922,Verolanuova,Italy,8175
32923,Chiwemla,India,8016
32924,Zazeran,Iran,7670
32925,Campo Maior,Portugal,8456
32926,Stuttgart,United States,8490
32927,Bolgar,Russia,8476
32928,Jamkaran,Iran,8368
32929,Aksakovo,Bulgaria,8064
32930,Padron,Spain,8317
32931,Visp,Switzerland,7891
32932,Bunyan,Turkey,8467
32933,Namsos,Norway,8471
32934,Takkellapadu,India,7966
32935,San Cesario di Lecce,Italy,8169
32936,Bouaye,France,7914
32937,Kumphawapi,Thailand,8341
32938,Coxsackie,United States,8485
32939,Derecske,Hungary,8403
32940,Concord,United States,8484
32941,Mystic Island,United States,8484
32942,Waterford,United States,8484
32943,Cohasset,United States,8484
32944,Dhanbela,India,6659
32945,Titz,Germany,8361
32946,Geri,Cyprus,8235
32947,Araponga,Brazil,8453
32948,Vera Cruz do Oeste,Brazil,8454
32949,Kecel,Hungary,8406
32950,Willow Street,United States,8478
32951,Trignac,France,7926
32952,Lansdowne,United States,8477
32953,Allersberg,Germany,8337
32954,Elisio Medrado,Brazil,8434
32955,Hillsboro,United States,8476
32956,Summit View,United States,8475
32957,Hipadpad,Philippines,8439
32958,Vedano Olona,Italy,7425
32959,Corona de Tucson,United States,8470
32960,Araguacu,Brazil,8467
32961,Habay-la-Vieille,Belgium,8387
32962,Novoli,Italy,8024
32963,Dommaranandyala,India,8337
32964,Carnoux-en-Provence,France,6564
32965,Strathaven,United Kingdom,7350
32966,Fethiye,Turkey,8386
32967,Bushkill,United States,8466
32968,Middleton,United States,8466
32969,Lure,France,8131
32970,Estrela d'Oeste,Brazil,8462
32971,L'Aigle,France,8019
32972,Lege-Cap-Ferret,France,8374
32973,Orocue,Colombia,8460
32974,Toritto,Italy,8352
32975,Kerrouchen,Morocco,7021
32976,Tha Maka,Thailand,8093
32977,As Sallum,Egypt,8445
32978,Bretowo,Poland,7433
32979,Moyeuvre-Grande,France,7662
32980,Tuscumbia,United States,8461
32981,Vetluga,Russia,8455
32982,Tobyhanna,United States,8459
32983,Mason,United States,8458
32984,Vern-sur-Seiche,France,8049
32985,Norten-Hardenberg,Germany,8304
32986,Anigandlapadu,India,8062
32987,Dauphin,Canada,8457
32988,Ghassat,Morocco,8448
32989,Houplines,France,7770
32990,Humboldt,United States,8456
32991,Baiersdorf,Germany,7794
32992,Barton,United States,8455
32993,Chantonnay,France,8354
32994,Stockstadt am Main,Germany,8029
32995,Kavuluru,India,8067
32996,Fontaniva,Italy,8061
32997,Deliatyn,Ukraine,8386
32998,Serra dos Aimores,Brazil,8412
32999,North Londonderry,United States,8451
33000,Kirchberg,Germany,8242
33001,Otterburn Park,Canada,8450
33002,Barby,Germany,8394
33003,Bremgarten,Switzerland,7765
33004,Helena Valley Southeast,United States,8448
33005,Sao Vicente do Sul,Brazil,8440
33006,Sunset Hills,United States,8447
33007,Danagalli,India,6655
33008,Nzalat Bni Amar,Morocco,8350
33009,Sand Lake,United States,8446
33010,Naushahra Panwan,India,7785
33011,Lanivtsi,Ukraine,8401
33012,University of Virginia,United States,8444
33013,Muri,Switzerland,7810
33014,Gravellona Toce,Italy,7887
33015,Neulengbach,Austria,8281
33016,Douar Mezaoura,Morocco,8317
33017,Freeport,United States,8439
33018,Bad Feilnbach,Germany,8294
33019,Zwingenberg,Germany,7171
33020,Audenge,France,8336
33021,Prien,United States,8437
33022,Guabito,Panama,8387
33023,Imoulas,Morocco,8388
33024,Bulaevo,Kazakhstan,8433
33025,Vyetka,Belarus,8426
33026,Tavas,Turkey,8408
33027,Campo Ere,Brazil,8418
33028,Nallacheruvu,India,8023
33029,Onalaska,United States,8435
33030,Navia,Spain,8302
33031,Boutersem,Belgium,8167
33032,Noyelles-sous-Lens,France,6646
33033,Macin,Romania,8245
33034,Bystrice pod Hostynem,Czechia,8129
33035,San Juan Talpa,El Salvador,7707
33036,Olias del Rey,Spain,8225
33037,Lontra,Brazil,8397
33038,Marcacao,Brazil,8361
33039,Taber,Canada,8428
33040,Peddakadaburu,India,8147
33041,Bom Jardim de Goias,Brazil,8423
33042,Kadinhani,Turkey,8398
33043,Pine Lake Park,United States,8427
33044,Entre Ijuis,Brazil,8411
33045,U Thong,Thailand,8237
33046,Niedercorn,Luxembourg,7354
33047,West Manheim,United States,8425
33048,Pezenas,France,8148
33049,Luni,Italy,8360
33050,Palakurti,India,7819
33051,Los Altos Hills,United States,8423
33052,Belvaux,Luxembourg,7826
33053,Timmapuram,India,7624
33054,Ravipadu,India,8047
33055,Mrizig,Morocco,8376
33056,Jaszapati,Hungary,8313
33057,Magtymguly,Turkmenistan,8412
33058,Yadrin,Russia,8387
33059,Massa,Italy,7924
33060,Meximieux,France,7848
33061,Aspach,Germany,8187
33062,Altavilla Milicia,Italy,8340
33063,Santa Clara,United States,8417
33064,Upper Makefield,United States,8417
33065,Uedem,Germany,8281
33066,Oranienbaum,Germany,8344
33067,Phayakkhaphum Phisai,Thailand,8308
33068,Monticello,United States,8416
33069,South Bruce Peninsula,Canada,8416
33070,Vyshkovo,Ukraine,8288
33071,Kitzbuhel,Austria,8272
33072,Liancourt,France,6951
33073,Lakhanpur,India,6756
33074,Edson,Canada,8414
33075,Neunburg vorm Wald,Germany,8338
33076,Tomesti,Romania,8126
33077,Bonnigheim,Germany,8015
33078,Gewane,Ethiopia,8408
33079,Pippara,India,7719
33080,Tuscania,Italy,8369
33081,Suluova,Turkey,8332
33082,Ogden,United States,8408
33083,Guilers,France,7987
33084,Rivolta d'Adda,Italy,8140
33085,Oberstenfeld,Germany,8027
33086,Pirambu,Brazil,8369
33087,Hirslen,Switzerland,7465
33088,Kahriz Sang,Iran,8267
33089,Wollerau,Switzerland,7255
33090,Pino Troinese,Italy,8365
33091,Lake of the Woods,United States,8406
33092,Congers,United States,8406
33093,Cairate,Italy,7720
33094,Reichertshofen,Germany,8190
33095,La Verpilliere,France,7305
33096,Ashland,United States,8405
33097,Makaha,United States,8404
33098,Villard-Bonnot,France,7175
33099,Redencao do Gurgueia,Brazil,8400
33100,Aragoiania,Brazil,8365
33101,Spring Valley Lake,United States,8403
33102,Bayport,United States,8402
33103,Keminmaa,Finland,8388
33104,Skaun,Norway,8367
33105,Wietze,Germany,8271
33106,Puerres,Colombia,8384
33107,Savoy,United States,8401
33108,Yuryevets,Russia,8378
33109,Pfronten,Germany,8267
33110,Janoshalma,Hungary,8336
33111,Atherton,Australia,7331
33112,Fair Lakes,United States,8399
33113,Tecumseh,United States,8398
33114,Chiluvuru,India,7952
33115,Moser,Germany,8293
33116,Dover,United States,8396
33117,Soriano nel Cimino,Italy,8290
33118,Kaligiri,India,8068
33119,North Haledon,United States,8395
33120,Leforest,France,7232
33121,Calusco d'Adda,Italy,8378
33122,Dornstetten,Germany,8061
33123,Paris,United States,8394
33124,La Bassee,France,6545
33125,Sirnach,Switzerland,7767
33126,Grunheide,Germany,8327
33127,Serramazzoni,Italy,8304
33128,Ponte nell'Alpi,Italy,8250
33129,Hochst,Austria,7995
33130,Salice Salentino,Italy,8253
33131,El Porvenir,El Salvador,8232
33132,Mulakalacheruvu,India,8216
33133,Gaylord,United States,8388
33134,Aransas Pass,United States,8388
33135,Grafenau,Germany,8256
33136,Trevi,Italy,8363
33137,Champagnole,France,7989
33138,Khanu Woralaksaburi,Thailand,8264
33139,Ostseebad Kuhlungsborn,Germany,7896
33140,Ellicott,United States,8384
33141,Veliki Preslav,Bulgaria,8276
33142,Carbondale,United States,8383
33143,Arab,United States,8383
33144,Ventanas,Chile,8314
33145,Monte San Giusto,Italy,7984
33146,Darley,Australia,8372
33147,Chaiwan,Thailand,8297
33148,Kandern,Germany,8249
33149,Long Branch,United States,8381
33150,Alvorada,Brazil,8374
33151,Chateauneuf-sur-Loire,France,8176
33152,Quarto d'Altino,Italy,8094
33153,San Miguel del Puerto,Mexico,8362
33154,Neusiedl am See,Austria,8235
33155,Fairless Hills,United States,8379
33156,Milevsko,Czechia,8185
33157,Northam,United Kingdom,7489
33158,General Camara,Brazil,8361
33159,Althengstett,Germany,7962
33160,Sao Pedro dos Ferros,Brazil,8356
33161,Ahrensbok,Germany,8290
33162,Venegono Superiore,Italy,7293
33163,Taglio di Po,Italy,8271
33164,San Sebastian Tecomaxtlahuaca,Mexico,8352
33165,Lugau,Germany,8013
33166,Saint-Nicolas-de-Port,France,7466
33167,Highland Heights,United States,8373
33168,Recas,Romania,8336
33169,Guiricema,Brazil,8343
33170,Pocrane,Brazil,8359
33171,Narowlya,Belarus,8364
33172,Somers,United States,8371
33173,Charlestown,United States,8370
33174,Kamyanyets,Belarus,8349
33175,Ban Buak Khang,Thailand,8112
33176,Vado Ligure,Italy,8369
33177,Fletcher,United States,8369
33178,Blankenheim,Germany,8313
33179,Birkur,India,8043
33180,Domat/Ems,Switzerland,8037
33181,Louveciennes,France,7055
33182,Macurure,Brazil,8365
33183,Colmenar de Oreja,Spain,8303
33184,Santiago Yosondua,Mexico,8330
33185,Wettringen,Germany,8226
33186,Arealva,Brazil,8351
33187,Langnau am Albis,Switzerland,7500
33188,Kilmore,Australia,7958
33189,Druid Hills,United States,8365
33190,Baxter,United States,8364
33191,Puget-sur-Argens,France,8064
33192,Sauerlach,Germany,8194
33193,Leisnig,Germany,8257
33194,Vert-Saint-Denis,France,7874
33195,Gopalganj,India,7853
33196,Seffner,United States,8362
33197,Vila Vicosa,Portugal,8319
33198,Ouro Verde,Brazil,8330
33199,Willerby,United Kingdom,7940
33200,Marcelino Vieira,Brazil,8336
33201,Ballan-Mire,France,8052
33202,Vernon,United States,8359
33203,Millersville,United States,8359
33204,Rottenburg an der Laaber,Germany,8267
33205,Wimauma,United States,8358
33206,Figueira,Brazil,8293
33207,Miramar Beach,United States,8356
33208,Appiano Gentile,Italy,7750
33209,Hempstead,United States,8355
33210,Gargenville,France,7490
33211,Chinon,France,8145
33212,Reignier,France,8033
33213,Knittlingen,Germany,8048
33214,Hohberg,Germany,8073
33215,Gulf Hills,United States,8352
33216,Dalton in Furness,United Kingdom,7424
33217,Buckhannon,United States,8351
33218,Ilha das Flores,Brazil,8348
33219,Saint-Jean-de-Maurienne,France,7683
33220,Texmelucan,Mexico,8323
33221,Ransbach-Baumbach,Germany,7715
33222,Gatton,Australia,7101
33223,La Descubierta,Dominican Republic,8310
33224,Kulpsville,United States,8348
33225,Socorro,United States,8348
33226,Rebala,India,7710
33227,West Livingston,United States,8347
33228,Tallulah,United States,8346
33229,Tumbiscatio de Ruiz,Mexico,6947
33230,Krichim,Bulgaria,8129
33231,Piovene Rocchette,Italy,8344
33232,Campillos,Spain,8301
33233,Nandivelugu,India,6880
33234,Bhatumra,India,8070
33235,Bhandarhati,India,6928
33236,Goffs Oak,United Kingdom,8172
33237,Messancy,Belgium,8185
33238,Ikata-cho,Japan,8253
33239,None,Italy,8015
33240,Heiden,Germany,8187
33241,Orono,United States,8339
33242,Mount Maunganui,New Zealand,6510
33243,Thann,France,7721
33244,Bath,United States,8338
33245,Joia,Brazil,8331
33246,Oostvoorne,Netherlands,8055
33247,Suomussalmi,Finland,8336
33248,Ait Tagalla,Morocco,8268
33249,Bailly-Romainvilliers,France,7411
33250,Mala Danylivka,Ukraine,8228
33251,Proenca-a-Nova,Portugal,8314
33252,Kalampaka,Greece,8330
33253,Clover,United States,8335
33254,Zell am Harmersbach,Germany,8112
33255,Petoskey,United States,8334
33256,Boiano,Italy,8178
33257,Gettorf,Germany,7528
33258,Beaver Falls,United States,8332
33259,Waarschoot,Belgium,7967
33260,Nova Itarana,Brazil,8312
33261,Farnham,Canada,8330
33262,Aratoca,Colombia,8269
33263,Lauchringen,Germany,7724
33264,Chaboksar,Iran,8224
33265,L'Arbresle,France,6418
33266,Tillamook,United States,8328
33267,Saint-Apollinaire,France,7587
33268,Akhalkalaki,Georgia,8295
33269,Dietmannsried,Germany,8175
33270,Konnern,Germany,8261
33271,Oak Hills Place,United States,8326
33272,Westwego,United States,8326
33273,Cine,Turkey,8271
